Body	Label	Score	Translation	Positive	Negative	EmotionRationale
I don't know if it is ok to add comments here, if not I'm sorry and won't do it again.This makes my build fail saying that thread-local is not supported for this target which is true because osx doesn't support __threadAdding !defiled(__MACH\__) makes osx use thread_specific_ptr. I'm using osx Lion and building with no args.Feel free to delete the comment :)	NEGATIVE	0.9997596144676208	I don't know if it is ok to add comments here, if not I'm sorry and won't do it again.<br>This makes my build fail saying that thread-local is not supported for this target which is true because osx doesn't support __threadAdding !<br>defiled(__MACH\__) makes osx use thread_specific_ptr.<br> I'm using osx Lion and building with no args.<br>Feel free to delete the comment comment	2	-3	 I[0] don't[0] know[0] if[0] it[0] is[0] ok[0] to[0] add[0] comments[0] here[0] if[0] not[0] I'm[0] sorry[-1][NegatedDueToPreviousWord] and[0] won't[0] do[0] it[0] again[0] [[Sentence=-1,2=word max, 1-5]] This[0] makes[0] my[0] build[0] fail[-2] saying[0] that[0] thread[0] local[0] is[0] not[0] supported[1][NegatedDueToPreviousWord] for[0] this[0] target[0] which[0] is[0] true[1] because[0] osx[0] doesn't[0] support[1] __threadAdding[0] [[Sentence=-3,2=word max, 1-5]] defiled[0] (__MACH\__[0] makes[0] osx[0] use[0] thread_specific_ptr[0] [[Sentence=-1,1=word max, 1-5]] I'm[0] using[0] osx[0] Lion[0] and[0] building[0] with[0] no[0] args[0] [[Sentence=-1,1=word max, 1-5]] Feel[0] free[0] to[0] delete[0] the[0] comment[0][+1 Emoticon] [[Sentence=-1,2=word max, 1-5]][[[2,-3 max of sentences]]]
thanks - just pushed an attempted fix.	POSITIVE	0.8331020474433899	thanks - just pushed an attempted fix.	2	-1	 thanks[1] just[0] pushed[0] an[0] attempted[0] fix[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
i.e. use query option oplog replay which can efficiently find starting position in a very large oplog when querying GTE	NEGATIVE	0.9613749384880066	i.<br>e.<br> use query option oplog replay which can efficiently find starting position in a very large oplog when querying GTE	1	-1	 i[0] [[Sentence=-1,1=word max, 1-5]] e[0] [[Sentence=-1,1=word max, 1-5]] use[0] query[0] option[0] oplog[0] replay[0] which[0] can[0] efficiently[0] find[0] starting[0] position[0] in[0] a[0] very[0] large[0] oplog[0] when[0] querying[0] GTE[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
I'm not sure if this is necessary. Write locks are greedy so a secondary is more likely to starve reads than the sync thread.To keep replication up-to-date, we really need a way of prioritizing the oplog-reading thread on the primary.	NEGATIVE	0.9993484020233154	I'm not sure if this is necessary.<br> Write locks are greedy so a secondary is more likely to starve reads than the sync thread.<br>To keep replication up-to-date, we really need a way of prioritizing the oplog-reading thread on the primary.	1	-3	 I'm[0] not[0] sure[0] if[0] this[0] is[0] necessary[0] [[Sentence=-1,1=word max, 1-5]] Write[0] locks[0] are[0] greedy[-2] so[0] a[0] secondary[0] is[0] more[0] likely[0] to[0] starve[-1] reads[0] than[0] the[0] sync[0] thread[0] [[Sentence=-3,1=word max, 1-5]] To[0] keep[0] replication[0] up[0] to[0] date[0] we[0] really[0] need[0] a[0] way[0] of[0] prioritizing[0] the[0] oplog[0] reading[0] thread[0] on[0] the[0] primary[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
Would the try/catch be better in _addWriteBack?	NEGATIVE	0.9994216561317444	Would the try/catch be better in _addWriteBack?	1	-1	 Would[0] the[0] try/catch[0] be[0] better[0] in[0] _addWriteBack[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
please use real names.Client::GodScope godScope;	NEGATIVE	0.9746683835983276	please use real names.<br>Client:GodScope godScope;	2	-1	 please[1] use[0] real[0] names[0] [[Sentence=-1,2=word max, 1-5]] Client[0] GodScope[0] godScope[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
see coding styleif () {}else {}	NEGATIVE	0.9897565841674805	see coding styleif ( {}else {}	1	-1	 see[0] coding[0] styleif[0] {}else[0] {}[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
This is a rather odd decision, but I suppose there are reasons behind them.	NEGATIVE	0.9768738150596619	This is a rather odd decision, but I suppose there are reasons behind them.	1	-1	 This[0] is[0] a[0] rather[0] odd[0] decision[0] but[0] I[0] suppose[0] there[0] are[0] reasons[0] behind[0] them[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Bad Scott! Bad!	NEGATIVE	0.9997802376747131	Bad Scott!<br> Bad!	1	-2	 Bad[-1] Scott[0] [[Sentence=-2,1=word max, 1-5]] Bad[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Should it only do this for a replica set and not Master/Slave?	NEGATIVE	0.9993541240692139	Should it only do this for a replica set and not Master/Slave?	1	-1	 Should[0] it[0] only[0] do[0] this[0] for[0] a[0] replica[0] set[0] and[0] not[0] Master/Slave[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
test message	NEGATIVE	0.9964089393615723	test message	1	-1	 test[0] message[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
we need to be able to run single files directly - so we need load.js in there	NEGATIVE	0.9995522499084473	we need to be able to run single files directly - so we need load.<br>js in there	1	-1	 we[0] need[0] to[0] be[0] able[0] to[0] run[0] single[0] files[0] directly[0] so[0] we[0] need[0] load[0] [[Sentence=-1,1=word max, 1-5]] js[0] in[0] there[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Would be great to break this up a bit.Too late now - but there is some refactoring and some real changes.	POSITIVE	0.9927176833152771	Would be great to break this up a bit.<br>Too late now - but there is some refactoring and some real changes.	3	-1	 Would[0] be[0] great[2] to[0] break[0] this[0] up[0] a[0] bit[0] [[Sentence=-1,3=word max, 1-5]] Too[0] late[0] now[0] but[0] there[0] is[0] some[0] refactoring[0] and[0] some[0] real[0] changes[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
Shouldn't we also globally replace RS_SHUNNED with RS_REMOVED ?	NEGATIVE	0.9991657733917236	Shouldn't we also globally replace RS_SHUNNED with RS_REMOVED ?	1	-1	 Shouldn't[0] we[0] also[0] globally[0] replace[0] RS_SHUNNED[0] with[0] RS_REMOVED[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
would be nice to break these up...especially since the bson one is potentially large	POSITIVE	0.6427761316299438	would be nice to break these up.<br>especially since the bson one is potentially large	2	-1	 would[0] be[0] nice[1] to[0] break[0] these[0] up[0] [[Sentence=-1,2=word max, 1-5]] especially[0] since[0] the[0] bson[0] one[0] is[0] potentially[0] large[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
Why did you add the copy and assignment ops? I think those are the same as the automatically generated ones.	NEGATIVE	0.999241292476654	Why did you add the copy and assignment ops?<br> I think those are the same as the automatically generated ones.	1	-1	 Why[0] did[0] you[0] add[0] the[0] copy[0] and[0] assignment[0] ops[0] [[Sentence=-1,1=word max, 1-5]] I[0] think[0] those[0] are[0] the[0] same[0] as[0] the[0] automatically[0] generated[0] ones[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
i guess that is a good addition anyway in the sense that lock fsync is then better.	POSITIVE	0.9774946570396423	i guess that is a good addition anyway in the sense that lock fsync is then better.	2	-1	 i[0] guess[0] that[0] is[0] a[0] good[1] addition[0] anyway[0] in[0] the[0] sense[0] that[0] lock[0] fsync[0] is[0] then[0] better[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
not sure exactly how this has evolved but originally the idea was that with ThreadSpanningOp when you use it, you use it only and it wasn't designed to interoperate with the other Lock:: classes and stuff.thus it didn't set threadstate for example.it is fine if it is different but does this now imply i can use ThreadSpanningOp interoperably with all the other Lock:: classes?i imagine it won't play nicely with them.will read more later.	NEGATIVE	0.9983506798744202	not sure exactly how this has evolved but originally the idea was that with ThreadSpanningOp when you use it, you use it only and it wasn't designed to interoperate with the other Lock: classes and stuff.<br>thus it didn't set threadstate for example.<br>it is fine if it is different but does this now imply i can use ThreadSpanningOp interoperably with all the other Lock: classes?<br>i imagine it won't play nicely with them.<br>will read more later.	3	-2	 not[0] sure[0] exactly[0] how[0] this[0] has[0] evolved[0] but[0] originally[0] the[0] idea[0] was[0] that[0] with[0] ThreadSpanningOp[0] when[0] you[0] use[0] it[0] you[0] use[0] it[0] only[0] and[0] it[0] wasn't[0] designed[0] to[0] interoperate[0] with[0] the[0] other[0] Lock[0] classes[0] and[0] stuff[0] [[Sentence=-1,1=word max, 1-5]] thus[0] it[0] didn't[0] set[0] threadstate[0] for[0] example[0] [[Sentence=-1,1=word max, 1-5]] it[0] is[0] fine[2] if[0] it[0] is[0] different[0] but[0] does[0] this[0] now[0] imply[0] i[0] can[0] use[0] ThreadSpanningOp[0] interoperably[0] with[0] all[0] the[0] other[0] Lock[0] classes[0] [[Sentence=-1,3=word max, 1-5]] i[0] imagine[0] it[0] won't[0] play[0] nicely[1][NegatedDueToPreviousWord] with[0] them[0] [[Sentence=-2,1=word max, 1-5]] will[0] read[0] more[0] later[0] [[Sentence=-1,1=word max, 1-5]][[[3,-2 max of sentences]]]
The ifdefs need to be changed to make this work on Windows XP.	NEGATIVE	0.9948649406433105	The ifdefs need to be changed to make this work on Windows XP.	1	-1	 The[0] ifdefs[0] need[0] to[0] be[0] changed[0] to[0] make[0] this[0] work[0] on[0] Windows[0] XP[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
What's the nature of the conflict in the "using boost::shared_ptr" implementation?That fixed the win32 buildbot and is also used in other unit test files.Should those files be changed as well?	NEGATIVE	0.9993278384208679	What's the nature of the conflict in the "using boost:shared_ptr" implementation?<br>That fixed the win32 buildbot and is also used in other unit test files.<br>Should those files be changed as well?	1	-2	 What's[0] the[0] nature[0] of[0] the[0] conflict[-1] in[0] the[0] using[0] boost[0] shared_ptr[0] implementation[0] [[Sentence=-2,1=word max, 1-5]] That[0] fixed[0] the[0] win32[0] buildbot[0] and[0] is[0] also[0] used[0] in[0] other[0] unit[0] test[0] files[0] [[Sentence=-1,1=word max, 1-5]] Should[0] those[0] files[0] be[0] changed[0] as[0] well[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
It sounds like either method will work right now, but there are some reasons to avoid 'using boost::shared_ptr'.	NEGATIVE	0.9979970455169678	It sounds like either method will work right now, but there are some reasons to avoid 'using boost:shared_ptr'.	2	-2	 It[0] sounds[0] like[1] either[0] method[0] will[0] work[0] right[0] now[0] but[0] there[0] are[0] some[0] reasons[0] to[0] avoid[-1] 'using[0] boost[0] shared_ptr'[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
Given your use case, scoped_ptr?	NEGATIVE	0.9973169565200806	Given your use case, scoped_ptr?	1	-1	 Given[0] your[0] use[0] case[0] scoped_ptr[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
This is semantically different then what was there before and not nearly as powerful.The old way with -v you can turn this on at start or runtime.Please change this back and the other one below.	NEGATIVE	0.9995286464691162	This is semantically different then what was there before and not nearly as powerful.<br>The old way with -v you can turn this on at start or runtime.<br>Please change this back and the other one below.	2	-1	 This[0] is[0] semantically[0] different[0] then[0] what[0] was[0] there[0] before[0] and[0] not[0] nearly[0] as[0] powerful[0] [[Sentence=-1,1=word max, 1-5]] The[0] old[0] way[0] with[0] v[0] you[0] can[0] turn[0] this[0] on[0] at[0] start[0] or[0] runtime[0] [[Sentence=-1,1=word max, 1-5]] Please[1] change[0] this[0] back[0] and[0] the[0] other[0] one[0] below[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
see abovecould make LOG if performance was the concern	NEGATIVE	0.9797265529632568	see abovecould make LOG if performance was the concern	1	-2	 see[0] abovecould[0] make[0] LOG[0] if[0] performance[0] was[0] the[0] concern[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
this should just besleepsecs( runner- config.seconds )	NEGATIVE	0.9955868721008301	this should just besleepsecs( runner- config.<br>seconds )	1	-1	 this[0] should[0] just[0] besleepsecs[0] runner[0] config[0] [[Sentence=-1,1=word max, 1-5]] seconds[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
would it make any sense to do   if( X.n ) {X.c.notify_one();}   as an optimization?	NEGATIVE	0.9989555478096008	would it make any sense to do   if( X.<br>n ) {X.<br>c.<br>notify_one();}   as an optimization?	2	-1	 would[0] it[0] make[0] any[0] sense[0] to[0] do[0] if[0] X[1] [[Sentence=-1,2=word max, 1-5]] n[0] {X[0] [[Sentence=-1,1=word max, 1-5]] c[0] [[Sentence=-1,1=word max, 1-5]] notify_one[0] ();}[0] as[0] an[0] optimization[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
It's a bit of a microoptimization, since there's nobody to spuriously wake up when X.n is 0, but it would not be incorrect semantically.	NEGATIVE	0.9764878153800964	It's a bit of a microoptimization, since there's nobody to spuriously wake up when X.<br>n is 0, but it would not be incorrect semantically.	2	-1	 It's[0] a[0] bit[0] of[0] a[0] microoptimization[0] since[0] there's[0] nobody[0] to[0] spuriously[0] wake[0] up[0] when[0] X[1] [[Sentence=-1,2=word max, 1-5]] n[0] is[0] 0[0] but[0] it[0] would[0] not[0] be[0] incorrect[-1][NegatedDueToPreviousWord] semantically[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
i agree if you are sure notify_one() is fast with no waiters.	POSITIVE	0.7850825190544128	i agree if you are sure notify_one( is fast with no waiters.	1	-1	 i[0] agree[0] if[0] you[0] are[0] sure[0] notify_one[0] is[0] fast[0] with[0] no[0] waiters[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
This is going to give some pretty inaccurate stats in high-activity systems.We'll just lose a lot of times.At least label it with SERVER-5026.If you're willing to fix it now, so it doesn't underreport times when the system is heavily loaded, I'd implement an AtomicUint64 in bson/util/atomic_int.h, give it an operator  , and be done with it.It'll have the same cache performance problems as this implementation, but will at least report correct times.	NEGATIVE	0.999671459197998	This is going to give some pretty inaccurate stats in high-activity systems.<br>We'll just lose a lot of times.<br>At least label it with SERVER-5026.<br>If you're willing to fix it now, so it doesn't underreport times when the system is heavily loaded, I'd implement an AtomicUint64 in bson/util/atomic_int.<br>h, give it an operator  , and be done with it.<br>It'll have the same cache performance problems as this implementation, but will at least report correct times.	2	-2	 This[0] is[0] going[0] to[0] give[0] some[0] pretty[2][-1 LastWordBoosterStrength] inaccurate[0] stats[0] in[0] high[0] activity[0] systems[0] [[Sentence=-1,2=word max, 1-5]] We'll[0] just[0] lose[-1][--1 LastWordBoosterStrength] a[0] lot[0] of[0] times[0] [[Sentence=-1,1=word max, 1-5]] At[0] least[0] label[0] it[0] with[0] SERVER[0] -5026[0] [[Sentence=-1,1=word max, 1-5]] If[0] you're[0] willing[0] to[0] fix[0] it[0] now[0] so[0] it[0] doesn't[0] underreport[0] times[0] when[0] the[0] system[0] is[0] heavily[0] loaded[0] I'd[0] implement[0] an[0] AtomicUint64[0] in[0] bson/util/atomic_int[0] [[Sentence=-1,1=word max, 1-5]] h[0] give[0] it[0] an[0] operator[0] and[0] be[0] done[0] with[0] it[0] [[Sentence=-1,1=word max, 1-5]] It'll[0] have[0] the[0] same[0] cache[0] performance[0] problems[-1] as[0] this[0] implementation[0] but[0] will[0] at[0] least[0] report[0] correct[0] times[0] [[Sentence=-2,1=word max, 1-5]][[[2,-2 max of sentences]]]
Call this "QLockTimingWrapper"?	NEGATIVE	0.9967063069343567	Call this "QLockTimingWrapper"	1	-1	 Call[0] this[0] QLockTimingWrapper[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Why here is just  _query.isEmpty()  instead of  _query.getFilter().isEmpty()  ?Like here https://github.com/mongodb/mongo/commit/d3d719c3aa72d63fe838f1e5eae7098e3bffe721#L0R95	NEGATIVE	0.9981608390808105	Why here is just  _query.<br>isEmpty(  instead of  _query.<br>getFilter(<br>isEmpty(  ?<br>Like here https://github.<br>com/mongodb/mongo/commit/d3d719c3a72d63fe838f1e5eae7098e3bffe721#L0R95	2	-1	 Why[0] here[0] is[0] just[0] _query[0] [[Sentence=-1,1=word max, 1-5]] isEmpty[0] instead[0] of[0] _query[0] [[Sentence=-1,1=word max, 1-5]] getFilter[0] [[Sentence=-1,1=word max, 1-5]] isEmpty[0] [[Sentence=-1,1=word max, 1-5]] Like[1] here[0] https[0] ://github[0] [[Sentence=-1,2=word max, 1-5]] com/mongodb/mongo/commit/d3d719c3aa72d63fe838f1e5eae7098e3bffe721#L0R95/com/mongodb/mongo/commit/d3d719c3a72d63fe838f1e5eae7098e3bffe721#L0R95[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
this test is redundant. maybe you meant ax...   bx... ?	NEGATIVE	0.9997615814208984	this test is redundant.<br> maybe you meant ax.<br>   bx.<br> ?	1	-2	 this[0] test[0] is[0] redundant[-1] [[Sentence=-2,1=word max, 1-5]] maybe[0] you[0] meant[0] ax[0] [[Sentence=-1,1=word max, 1-5]] bx[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
Thanks, I will submit a fix to master for this shortly.	POSITIVE	0.9978644251823425	Thanks, I will submit a fix to master for this shortly.	2	-1	 Thanks[1] I[0] will[0] submit[0] a[0] fix[0] to[0] master[0] for[0] this[0] shortly[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
No plans to merge the auth part atleast to v2.0?	NEGATIVE	0.9994601011276245	No plans to merge the auth part atleast to v2.0?	1	-1	 No[0] plans[0] to[0] merge[0] the[0] auth[0] part[0] atleast[0] to[0] v2[0] .0[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
it should be done as of v2.0.1	NEGATIVE	0.9838793873786926	it should be done as of v2.0.1	1	-1	 it[0] should[0] be[0] done[0] as[0] of[0] v2[0] .0[0] .1[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
I can only see this in master, no other branches :]	POSITIVE	0.5770906805992126	I can only see this in master, no other branches branches	2	-1	 I[0] can[0] only[0] see[0] this[0] in[0] master[0] no[0] other[0] branches[0][+1 Emoticon] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
you're right.was only backported for mongostat, not mongotop.i'll look into it for 2.0.5	POSITIVE	0.997402012348175	you're right.<br>was only backported for mongostat, not mongotop.<br>i'll look into it for 2.0.5	1	-1	 you're[0] right[0] [[Sentence=-1,1=word max, 1-5]] was[0] only[0] backported[0] for[0] mongostat[0] not[0] mongotop[0] [[Sentence=-1,1=word max, 1-5]] i'll[0] look[0] into[0] it[0] for[0] 2[0] .0[0] .5[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
andy pulled it into 2.0.5 today.https://github.com/mongodb/mongo/commit/a55507d21e53970d324eef2cafc653aea648b885	POSITIVE	0.9132660627365112	andy pulled it into 2.0.5 today.<br>https://github.<br>com/mongodb/mongo/commit/a5507d21e53970d324eef2cafc653aea648b885	1	-1	 andy[0] pulled[0] it[0] into[0] 2[0] .0[0] .5[0] today[0] [[Sentence=-1,1=word max, 1-5]] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/a55507d21e53970d324eef2cafc653aea648b885/com/mongodb/mongo/commit/a5507d21e53970d324eef2cafc653aea648b885[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
uncomment this?	NEGATIVE	0.9984014630317688	uncomment this?	1	-1	 uncomment[0] this[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
did later	POSITIVE	0.9807144403457642	did later	1	-1	 did[0] later[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
@erh What do you think of the redis implementation of TTL? http://redis.io/commands/expire	NEGATIVE	0.9972010850906372	@erh What do you think of the redis implementation of TTL?<br> http://redis.<br>io/commands/expire	1	-1	 @erh[0] What[0] do[0] you[0] think[0] of[0] the[0] redis[0] implementation[0] of[0] TTL[0] [[Sentence=-1,1=word max, 1-5]] http[0] ://redis[0] [[Sentence=-1,1=word max, 1-5]] io/commands/expire[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Its hard to compare directly as the whole system is so different.On Fri, May 11, 2012 at 1:42 AM, Sid Upadhyayreply@reply.github.comwrote:  @erh What do you think of the redis implementation of TTL? http://redis.io/commands/expire  ---   Reply to this email directly or view it on GitHub:  https://github.com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318817	NEGATIVE	0.9939272403717041	Its hard to compare directly as the whole system is so different.<br>On Fri, May 11, 2012 at 1:42 AM, Sid Upadhyayreply@reply.<br>github.<br>comwrote:  @erh What do you think of the redis implementation of TTL?<br> http://redis.<br>io/commands/expire  -   Reply to this email directly or view it on GitHub:  https://github.<br>com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318817	1	-1	 Its[0] hard[0] to[0] compare[0] directly[0] as[0] the[0] whole[0] system[0] is[0] so[0] different[0] [[Sentence=-1,1=word max, 1-5]] On[0] Fri[0] May[0] 11[0] 2012[0] at[0] 1[0] :42[0] AM[0] Sid[0] Upadhyayreply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] comwrote[0] @erh[0] What[0] do[0] you[0] think[0] of[0] the[0] redis[0] implementation[0] of[0] TTL[0] [[Sentence=-1,1=word max, 1-5]] http[0] ://redis[0] [[Sentence=-1,1=word max, 1-5]] io/commands/expire[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment[0] -1318817[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
This was like this on purpose as their are different implementations.Please revert.	NEGATIVE	0.9978065490722656	This was like this on purpose as their are different implementations.<br>Please revert.	2	-2	 This[0] was[0] like[1] this[0] on[0] purpose[0] as[0] their[0] are[0] different[0] implementations[0] [[Sentence=-1,2=word max, 1-5]] Please[1] revert[-1] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
Why global lock?Is lock for collection only is not enough?	NEGATIVE	0.994856595993042	Why global lock?<br>Is lock for collection only is not enough?	1	-1	 Why[0] global[0] lock[0] [[Sentence=-1,1=word max, 1-5]] Is[0] lock[0] for[0] collection[0] only[0] is[0] not[0] enough[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
It's more work to determine which collection to lock, and this line is hit rarely if at all.	NEGATIVE	0.9945182800292969	It's more work to determine which collection to lock, and this line is hit rarely if at all.	1	-1	 It's[0] more[0] work[0] to[0] determine[0] which[0] collection[0] to[0] lock[0] and[0] this[0] line[0] is[0] hit[0] rarely[0] if[0] at[0] all[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
This is going to cause problems with other code in the server that assumes a certain format.Going to revert this part.	NEGATIVE	0.9997590184211731	This is going to cause problems with other code in the server that assumes a certain format.<br>Going to revert this part.	1	-2	 This[0] is[0] going[0] to[0] cause[0] problems[-1] with[0] other[0] code[0] in[0] the[0] server[0] that[0] assumes[0] a[0] certain[0] format[0] [[Sentence=-2,1=word max, 1-5]] Going[0] to[0] revert[-1] this[0] part[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Oh snap! Hari K opening his sources!![Hari](http://farm2.staticflickr.com/1332/980464134_23807e3eb2.jpg)	NEGATIVE	0.938260018825531	Oh snap!<br> Hari K opening his sources!![Hari](http://farm2.<br>staticflickr.<br>com/1332/980464134_23807e3eb2.<br>jpg)	1	-2	 Oh[0] snap[0] [[Sentence=-1,1=word max, 1-5]] Hari[0] K[0] opening[0] his[0] sources[-1] !![Hari][0] http[0] ://farm2[0] [[Sentence=-2,1=word max, 1-5]] staticflickr[0] [[Sentence=-1,1=word max, 1-5]] com/1332/980464134_23807e3eb2[0] [[Sentence=-1,1=word max, 1-5]] jpg[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
That's not Hari! That man has hair!	NEGATIVE	0.9720167517662048	That's not Hari!<br> That man has hair!	1	-1	 That's[0] not[0] Hari[0] [[Sentence=-1,1=word max, 1-5]] That[0] man[0] has[0] hair[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Commit message should say _recvChunkCommit, not _recvChunkVersion	NEGATIVE	0.9991521835327148	Commit message should say _recvChunkCommit, not _recvChunkVersion	1	-1	 Commit[0] message[0] should[0] say[0] _recvChunkCommit[0] not[0] _recvChunkVersion[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
what'shappeningbefore	NEGATIVE	0.9979085326194763	what'shappeningbefore	1	-1	 what'shappeningbefore[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Typo in commit message - this actually fixes SERVER-8115.	NEGATIVE	0.9985729455947876	Typo in commit message - this actually fixes SERVER-8115.	1	-1	 Typo[0] in[0] commit[0] message[0] this[0] actually[0] fixes[0] SERVER[0] -8115[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
what happened here?	NEGATIVE	0.9969198703765869	what happened here?	1	-1	 what[0] happened[0] here[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Hi Hannes,   Text Search will be released with 2.4.It is presently available in   2.3.2.-POn Thu, Jan 31, 2013 at 4:15 PM, Hannes Magnussonnotifications@github.comwrote:  what happened here?      Reply to this email directly or view it on GitHubhttps://github.com/mongodb/mongo/commit/f201972ecc87f099777e1c61f269998f4399caf4#commitcomment-2539781.	NEGATIVE	0.9959729909896851	Hi Hannes,   Text Search will be released with 2.4.<br>It is presently available in   2.3.2.<br>POn Thu, Jan 31, 2013 at 4:15 PM, Hannes Magnussonnotifications@github.<br>comwrote:  what happened here?<br>      Reply to this email directly or view it on GitHubhttps://github.<br>com/mongodb/mongo/commit/f201972ecc87f09977e1c61f26998f4399caf4#commitcomment-2539781.	2	-1	 Hi[0] Hannes[0] Text[0] Search[0] will[0] be[0] released[0] with[0] 2[0] .4[0] [[Sentence=-1,1=word max, 1-5]] It[0] is[0] presently[0] available[0] in[0] 2[0] .3[0] .2[0] [[Sentence=-1,1=word max, 1-5]] POn[0] Thu[0] Jan[0] 31[0] 2013[0] at[0] 4[0] :15[0] PM[0] Hannes[0] Magnussonnotifications@github[0] [[Sentence=-1,1=word max, 1-5]] comwrote[0] what[0] happened[0] here[0] [[Sentence=-1,1=word max, 1-5]] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHubhttps[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/f201972ecc87f099777e1c61f269998f4399caf4#commitcomment/com/mongodb/mongo/commit/f201972ecc87f09977e1c61f26998f4399caf4#commitcomment[0][+0.6 MultipleLetters] -2539781[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
